,Price,Street Address,Bed,Bath,Listing Area,Certificate,Jakarta Division
6860,1150000000.0,Pondok Bambu,3,2,90,SHM - Sertifikat Hak Milik,EAST
6861,1150000000.0,Duren Sawit,3,2,90,SHM - Sertifikat Hak Milik,EAST
6862,1150000000.0,Pondok Kopi,3,2,90,SHM - Sertifikat Hak Milik,EAST
6863,1150000000.0,Pondok Kelapa,3,2,90,SHM - Sertifikat Hak Milik,EAST
6864,1150000000.0,Pondok Gede,3,2,90,SHM - Sertifikat Hak Milik,EAST
6865,1150000000.0,Jatiwaringin,3,2,90,SHM - Sertifikat Hak Milik,EAST
6867,1400000000.0,Rawamangun,3,2,67,SHM - Sertifikat Hak Milik,EAST
6868,5500000000.0,Rawamangun,5,3,270,SHM - Sertifikat Hak Milik,EAST
6869,2850000000.0,Rawamangun,5,2,215,SHM - Sertifikat Hak Milik,EAST
6870,4000000000.0,Cipayung,3,1,250,SHM - Sertifikat Hak Milik,EAST
6871,1700000000.0,Duren Sawit,3,2,120,SHM - Sertifikat Hak Milik,EAST
6872,2950000000.0,Klender,4,3,230,SHM - Sertifikat Hak Milik,EAST
6873,2500000000.0,Jatinegara,4,3,186,SHM - Sertifikat Hak Milik,EAST
6874,400000000.0,Ciracas,2,2,38,SHM - Sertifikat Hak Milik,EAST
6876,2500000000.0,Cilangkap,4,3,107,SHM - Sertifikat Hak Milik,EAST
6877,671900000.0,Cipinang,4,3,57,SHM - Sertifikat Hak Milik,EAST
6878,5700000000.0,Duren Sawit,4,3,300,SHM - Sertifikat Hak Milik,EAST
6879,504000000.0,Utan Kayu,2,1,28,SHM - Sertifikat Hak Milik,EAST
6880,4700000000.0,Cibubur,5,4,330,SHM - Sertifikat Hak Milik,EAST
6882,1600000000.0,Cakung,3,2,132,SHM - Sertifikat Hak Milik,EAST
6883,1800000000.0,Condet,3,2,85,SHM - Sertifikat Hak Milik,EAST
6884,1200000000.0,Duren Sawit,5,3,108,SHM - Sertifikat Hak Milik,EAST
6885,3200000000.0,Cakung,4,3,160,SHM - Sertifikat Hak Milik,EAST
6886,3819000000.0,Cakung,5,4,144,SHGB - Hak Guna Bangunan,EAST
6887,4986000000.0,Cipinang,5,4,180,SHM - Sertifikat Hak Milik,EAST
6890,1650000000.0,Cibubur,4,3,90,SHM - Sertifikat Hak Milik,EAST
6891,2750000000.0,Pondok Kelapa,4,4,124,SHM - Sertifikat Hak Milik,EAST
6892,1500000000.0,Cibubur,2,1,110,SHM - Sertifikat Hak Milik,EAST
6893,900000000.0,Cipinang,2,2,54,SHM - Sertifikat Hak Milik,EAST
6894,2250000000.0,Cilangkap,4,3,160,SHM - Sertifikat Hak Milik,EAST
6896,670000000.0,Cibubur,3,2,70,SHM - Sertifikat Hak Milik,EAST
6897,1800000000.0,Jatiwaringin,4,4,120,SHGB - Hak Guna Bangunan,EAST
6899,3468000000.0,Jatinegara,4,4,120,SHM - Sertifikat Hak Milik,EAST
6900,2365000000.0,Jakarta Garden City/JGC,2,1,95,PPJB - Perjanjian Pengikatan Jual Beli,EAST
6901,3540000000.0,Jakarta Garden City/JGC,2,1,112,PPJB - Perjanjian Pengikatan Jual Beli,EAST
6903,1750000000.0,Cakung,2,2,84,SHM - Sertifikat Hak Milik,EAST
6904,3700000000.0,Duren Sawit,3,3,234,SHM - Sertifikat Hak Milik,EAST
6905,650000000.0,Halim,3,2,100,SHM - Sertifikat Hak Milik,EAST
6906,2300000000.0,Duren Sawit,3,2,100,SHM - Sertifikat Hak Milik,EAST
6907,1600000000.0,Cipayung,3,2,120,SHM - Sertifikat Hak Milik,EAST
6908,2500000000.0,Duren Sawit,4,3,144,SHM - Sertifikat Hak Milik,EAST
6909,2100000000.0,Duren Sawit,5,2,210,SHM - Sertifikat Hak Milik,EAST
6910,2400000000.0,Duren Sawit,3,2,140,SHM - Sertifikat Hak Milik,EAST
6911,1900000000.0,Duren Sawit,2,2,90,SHM - Sertifikat Hak Milik,EAST
6912,800000000.0,Cawang,3,2,63,SHM - Sertifikat Hak Milik,EAST
6913,780000000.0,Cibubur,3,2,74,SHM - Sertifikat Hak Milik,EAST
6914,1400000000.0,Duren Sawit,3,2,96,SHM - Sertifikat Hak Milik,EAST
6915,1250000000.0,Duren Sawit,4,2,120,SHM - Sertifikat Hak Milik,EAST
6916,2600000000.0,Duren Sawit,5,3,140,SHM - Sertifikat Hak Milik,EAST
6917,4500000000.0,Pondok Kelapa,4,3,280,SHM - Sertifikat Hak Milik,EAST
6919,5000000000.0,Rawamangun,3,2,180,SHM - Sertifikat Hak Milik,EAST
6920,3500000000.0,Rawamangun,4,4,155,SHM - Sertifikat Hak Milik,EAST
6922,700000000.0,Cibubur,3,2,60,SHM - Sertifikat Hak Milik,EAST
6923,800000000.0,Cijantung,3,2,70,SHM - Sertifikat Hak Milik,EAST
6924,900000000.0,Cijantung,3,3,85,SHM - Sertifikat Hak Milik,EAST
6925,1000000000.0,Ciracas,3,2,84,SHM - Sertifikat Hak Milik,EAST
6926,1000000000.0,Cijantung,4,3,84,SHM - Sertifikat Hak Milik,EAST
6927,700000000.0,Pasar Rebo,3,2,72,SHM - Sertifikat Hak Milik,EAST
6929,990000000.0,Lubang Buaya,3,2,70,SHM - Sertifikat Hak Milik,EAST
6930,2600000000.0,Matraman,4,4,200,SHM - Sertifikat Hak Milik,EAST
6931,1500000000.0,Condet,4,4,130,SHM - Sertifikat Hak Milik,EAST
6932,1995000000.0,Condet,2,2,66,SHM - Sertifikat Hak Milik,EAST
6933,1850000000.0,Condet,3,3,120,SHM - Sertifikat Hak Milik,EAST
6934,1875000000.0,Condet,4,4,105,SHM - Sertifikat Hak Milik,EAST
6935,1850000000.0,Condet,3,3,120,SHM - Sertifikat Hak Milik,EAST
6936,1950000000.0,Cakung,3,2,100,SHM - Sertifikat Hak Milik,EAST
6938,1050000000.0,Cakung,2,1,100,SHM - Sertifikat Hak Milik,EAST
6941,4500000000.0,Pondok Bambu,3,4,300,SHM - Sertifikat Hak Milik,EAST
6942,4500000000.0,Pondok Bambu,3,4,300,SHM - Sertifikat Hak Milik,EAST
6943,5500000000.0,Pulomas,4,3,142,SHM - Sertifikat Hak Milik,EAST
6944,1150000000.0,Cakung,3,2,100,SHM - Sertifikat Hak Milik,EAST
6945,1600000000.0,Kayu Putih,3,2,220,AJB - Akta Jual Beli,EAST
6949,5500000000.0,Pondok Kelapa,3,3,250,SHM - Sertifikat Hak Milik,EAST
6950,1500000000.0,Duren Sawit,4,3,200,SHM - Sertifikat Hak Milik,EAST
6951,5350000000.0,Utan Kayu,3,2,260,SHM - Sertifikat Hak Milik,EAST
6952,5000000000.0,Utan Kayu,4,3,250,SHM - Sertifikat Hak Milik,EAST
6953,3000000000.0,Cakung,3,2,177,SHM - Sertifikat Hak Milik,EAST
6955,2900000000.0,Pulomas,3,1,150,SHM - Sertifikat Hak Milik,EAST
6956,4800000000.0,Pulomas,4,2,200,SHM - Sertifikat Hak Milik,EAST
6961,2999000000.0,Pulo Gebang,5,4,300,SHM - Sertifikat Hak Milik,EAST
6966,1800000000.0,Duren Sawit,3,3,120,SHM - Sertifikat Hak Milik,EAST
6968,4500000000.0,Pondok Bambu,3,4,300,SHM - Sertifikat Hak Milik,EAST
6972,3500000000.0,Rawamangun,5,3,200,SHM - Sertifikat Hak Milik,EAST
6974,3800000000.0,Taman Modern,4,4,202,SHM - Sertifikat Hak Milik,EAST
6975,3900000000.0,Pulo Gebang,5,3,264,SHM - Sertifikat Hak Milik,EAST
6976,4000000000.0,Jakarta Garden City/JGC,4,4,146,PPJB - Perjanjian Pengikatan Jual Beli,EAST
6978,5500000000.0,Cakung,4,4,190,PPJB - Perjanjian Pengikatan Jual Beli,EAST
6980,5500000000.0,Cakung,5,4,300,SHM - Sertifikat Hak Milik,EAST
6984,2375000000.0,Kampung Rambutan,4,2,84,SHM - Sertifikat Hak Milik,EAST
6993,2400000000.0,Cakung,2,2,100,SHM - Sertifikat Hak Milik,EAST
6994,1400000000.0,Cipayung,3,3,80,SHM - Sertifikat Hak Milik,EAST
6995,985000000.0,Cijantung,2,1,50,SHM - Sertifikat Hak Milik,EAST
6996,1400000000.0,Cipayung,3,2,80,SHM - Sertifikat Hak Milik,EAST
6997,675000000.0,Cipinang,3,2,80,SHM - Sertifikat Hak Milik,EAST
6998,2400000000.0,Condet,4,3,220,SHM - Sertifikat Hak Milik,EAST
7002,3800000000.0,Kayu Putih,3,3,200,SHM - Sertifikat Hak Milik,EAST
7003,4300000000.0,Halim,4,3,191,SHM - Sertifikat Hak Milik,EAST
7004,2400000000.0,Cakung,4,3,250,SHM - Sertifikat Hak Milik,EAST
7005,2200000000.0,Condet,4,3,100,SHM - Sertifikat Hak Milik,EAST
7006,1085000000.0,Lubang Buaya,3,2,65,SHM - Sertifikat Hak Milik,EAST
7007,2700000000.0,Condet,3,3,160,SHM - Sertifikat Hak Milik,EAST
7008,3500000000.0,Pulomas,4,3,200,SHGB - Hak Guna Bangunan,EAST
7009,1950000000.0,Rawamangun,2,2,75,SHM - Sertifikat Hak Milik,EAST
7010,850000000.0,Cipayung,2,1,36,SHM - Sertifikat Hak Milik,EAST
7011,5400000000.0,Cakung,4,4,144,SHM - Sertifikat Hak Milik,EAST
7013,5500000000.0,Pulomas,4,4,350,SHM - Sertifikat Hak Milik,EAST
7014,3500000000.0,Ciracas,5,3,250,SHM - Sertifikat Hak Milik,EAST
7017,2400000000.0,Cakung,2,2,112,PPJB - Perjanjian Pengikatan Jual Beli,EAST
7019,1750000000.0,Cakung,3,2,63,PPJB - Perjanjian Pengikatan Jual Beli,EAST
7020,1350000000.0,Cakung,2,1,72,SHM - Sertifikat Hak Milik,EAST
7021,2500000000.0,Cakung,3,4,220,SHGB - Hak Guna Bangunan,EAST
7022,1300000000.0,Pondok Kelapa,2,1,85,SHM - Sertifikat Hak Milik,EAST
7023,6300000000.0,Pondok Kelapa,4,4,270,SHM - Sertifikat Hak Milik,EAST
7024,3500000000.0,Duren Sawit,4,3,200,SHM - Sertifikat Hak Milik,EAST
7025,2250000000.0,Rawamangun,4,3,130,SHM - Sertifikat Hak Milik,EAST
7026,1300000000.0,Pondok Ranggon,2,1,55,SHM - Sertifikat Hak Milik,EAST
7027,2000000000.0,Kramat Jati,3,3,80,SHM - Sertifikat Hak Milik,EAST
7028,3400000000.0,Jakarta Garden City/JGC,4,3,141,PPJB - Perjanjian Pengikatan Jual Beli,EAST
7029,4700000000.0,Jakarta Garden City/JGC,4,3,280,SHM - Sertifikat Hak Milik,EAST
7030,4600000000.0,Jakarta Garden City/JGC,4,3,235,PPJB - Perjanjian Pengikatan Jual Beli,EAST
7031,1850000000.0,Condet,3,2,103,SHM - Sertifikat Hak Milik,EAST
7033,1650000000.0,Cakung,4,4,160,SHM - Sertifikat Hak Milik,EAST
7034,1650000000.0,Cakung,3,3,62,PPJB - Perjanjian Pengikatan Jual Beli,EAST
7035,3700000000.0,Duren Sawit,5,2,360,SHM - Sertifikat Hak Milik,EAST
7036,1980000000.0,Kramat Jati,3,2,100,SHM - Sertifikat Hak Milik,EAST
7038,3750000000.0,Rawamangun,4,2,100,SHM - Sertifikat Hak Milik,EAST
7039,715000000.0,Condet,3,2,75,SHM - Sertifikat Hak Milik,EAST
7041,2750000000.0,Jatinegara,5,2,150,SHM - Sertifikat Hak Milik,EAST
7042,2800000000.0,Rawamangun,5,3,200,SHM - Sertifikat Hak Milik,EAST
7043,1900000000.0,Matraman,2,1,85,SHM - Sertifikat Hak Milik,EAST
7044,3000000000.0,Rawamangun,5,3,300,SHM - Sertifikat Hak Milik,EAST
7046,2270000000.0,Cakung,3,2,89,PPJB - Perjanjian Pengikatan Jual Beli,EAST
7047,3100000000.0,Cakung,3,3,177,SHGB - Hak Guna Bangunan,EAST
7048,1750000000.0,Jatinegara,3,2,165,SHM - Sertifikat Hak Milik,EAST
7049,2043470517.0,Cakung,3,3,95,SHGB - Hak Guna Bangunan,EAST
7050,1000000000.0,Cakung,2,2,60,SHM - Sertifikat Hak Milik,EAST
7051,1300000000.0,Cakung,2,1,45,SHM - Sertifikat Hak Milik,EAST
7052,4500000000.0,Pulomas,4,3,210,SHM - Sertifikat Hak Milik,EAST
7053,711000000.0,Cijantung,2,2,55,SHM - Sertifikat Hak Milik,EAST
7054,1750000000.0,Cakung,3,2,70,SHM - Sertifikat Hak Milik,EAST
7055,2500000000.0,Cakung,3,3,160,SHM - Sertifikat Hak Milik,EAST
7056,2000000000.0,Pondok Kopi,4,2,160,SHM - Sertifikat Hak Milik,EAST
7058,1400000000.0,Pulo Gebang,3,1,100,SHM - Sertifikat Hak Milik,EAST
7059,2150000000.0,Jakarta Garden City/JGC,3,2,90,PPJB - Perjanjian Pengikatan Jual Beli,EAST
7062,1900000000.0,Cakung,4,3,180,SHM - Sertifikat Hak Milik,EAST
7065,2500000000.0,Pondok Bambu,5,3,165,SHM - Sertifikat Hak Milik,EAST
7066,2350000000.0,Rawamangun,3,2,100,SHM - Sertifikat Hak Milik,EAST
7068,2200000000.0,Condet,4,3,100,SHM - Sertifikat Hak Milik,EAST
7069,1650000000.0,Pondok Kelapa,3,3,110,SHM - Sertifikat Hak Milik,EAST
7070,5000000000.0,Kayu Putih,4,4,205,SHM - Sertifikat Hak Milik,EAST
7072,1250000000.0,Lubang Buaya,3,2,70,SHM - Sertifikat Hak Milik,EAST
7073,3350000000.0,Cipinang,5,4,273,SHM - Sertifikat Hak Milik,EAST
7074,3200000000.0,Cipinang,5,3,240,SHM - Sertifikat Hak Milik,EAST
7075,3000000000.0,Pondok Kelapa,5,3,250,SHM - Sertifikat Hak Milik,EAST
7076,2600000000.0,Rawamangun,3,2,90,SHM - Sertifikat Hak Milik,EAST
7077,2100000000.0,Duren Sawit,4,3,240,SHM - Sertifikat Hak Milik,EAST
7079,2500000000.0,Pondok Kelapa,4,3,120,SHM - Sertifikat Hak Milik,EAST
7081,1850000000.0,Pondok Kelapa,4,3,150,SHM - Sertifikat Hak Milik,EAST
7083,1350000000.0,Cipinang,2,2,85,SHM - Sertifikat Hak Milik,EAST
7084,2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
7086,2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
7087,2300000000.0,Cipinang,4,2,160,SHM - Sertifikat Hak Milik,EAST
7090,3150000000.0,Rawamangun,3,2,144,SHM - Sertifikat Hak Milik,EAST
7091,2300000000.0,Rawamangun,4,2,150,SHM - Sertifikat Hak Milik,EAST
7092,2400000000.0,Pulo Gadung,5,3,163,SHM - Sertifikat Hak Milik,EAST
7093,2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
7094,2600000000.0,Duren Sawit,3,3,138,SHM - Sertifikat Hak Milik,EAST
7095,2600000000.0,Rawamangun,3,2,100,SHM - Sertifikat Hak Milik,EAST
7096,2700000000.0,Cakung,4,4,208,SHM - Sertifikat Hak Milik,EAST
7097,2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
7098,1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
7099,1750000000.0,Pondok Kelapa,4,3,150,SHM - Sertifikat Hak Milik,EAST
7100,2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
7101,1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
7102,2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
7103,1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
7106,910000000.0,Cipayung,2,1,50,SHM - Sertifikat Hak Milik,EAST
7107,2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
7108,2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
7109,1300000000.0,Pondok Bambu,3,3,91,SHM - Sertifikat Hak Milik,EAST
7110,1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
7111,3980000000.0,Duren Sawit,5,3,230,SHM - Sertifikat Hak Milik,EAST
7113,1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
7114,2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
7115,1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
7116,1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
7117,526000000.0,Ciracas,2,2,38,SHM - Sertifikat Hak Milik,EAST
7118,1600000000.0,Cijantung,3,2,73,SHM - Sertifikat Hak Milik,EAST
7119,1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
7121,2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
7122,2700000000.0,Pulo Gebang,5,3,200,SHM - Sertifikat Hak Milik,EAST
7124,2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
7125,1400000000.0,Cakung,3,1,100,SHM - Sertifikat Hak Milik,EAST
7126,2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
7127,455000000.0,Cijantung,2,2,23,SHM - Sertifikat Hak Milik,EAST
7128,780000000.0,Cibubur,3,2,72,SHM - Sertifikat Hak Milik,EAST
7129,2600000000.0,Pulo Gadung,2,2,80,SHM - Sertifikat Hak Milik,EAST
7130,2700000000.0,Cakung,5,3,200,SHM - Sertifikat Hak Milik,EAST
7131,3000000000.0,Cakung,2,3,87,SHGB - Hak Guna Bangunan,EAST
7132,3810000000.0,Cakung,3,3,98,SHGB - Hak Guna Bangunan,EAST
7133,2000000000.0,Cakung,3,3,87,SHM - Sertifikat Hak Milik,EAST
7134,4200000000.0,Pondok Kelapa,5,4,250,SHM - Sertifikat Hak Milik,EAST
7136,1047338710.0,Ciracas,3,2,80,SHM - Sertifikat Hak Milik,EAST
7137,1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
7139,2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
7140,1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
7141,1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
7142,4500000000.0,Jakarta Garden City/JGC,3,3,180,SHM - Sertifikat Hak Milik,EAST
7143,900000000.0,Makasar,4,2,130,AJB - Akta Jual Beli,EAST
7144,1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
7145,1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
7146,1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
7147,4000000000.0,Pulomas,3,3,160,SHM - Sertifikat Hak Milik,EAST
7148,3500000000.0,Pulomas,3,3,148,SHM - Sertifikat Hak Milik,EAST
7149,5600000000.0,Cakung,4,3,186,SHM - Sertifikat Hak Milik,EAST
7150,900000000.0,Makasar,4,2,130,AJB - Akta Jual Beli,EAST
7151,1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
7152,1850000000.0,Jakarta Garden City/JGC,2,2,100,SHM - Sertifikat Hak Milik,EAST
7153,1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
7154,1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
7155,2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
7157,1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
7161,800000000.0,Pondok Ranggon,2,2,50,SHGB - Hak Guna Bangunan,EAST
7163,4375000000.0,Jatinegara,4,3,180,SHM - Sertifikat Hak Milik,EAST
7165,2400000000.0,Rawamangun,3,2,135,SHM - Sertifikat Hak Milik,EAST
7166,6800000000.0,Cipinang,4,4,240,SHM - Sertifikat Hak Milik,EAST
7167,4000000000.0,Rawamangun,3,3,155,SHM - Sertifikat Hak Milik,EAST
7168,6000000000.0,Pondok Kelapa,4,4,270,SHM - Sertifikat Hak Milik,EAST
7169,2500000000.0,Cakung,2,2,57,SHM - Sertifikat Hak Milik,EAST
7170,2500000000.0,Kayu Putih,4,2,124,SHM - Sertifikat Hak Milik,EAST
7171,2500000000.0,Cakung,2,2,57,SHM - Sertifikat Hak Milik,EAST
7172,2500000000.0,Cakung,2,2,57,SHM - Sertifikat Hak Milik,EAST
7173,2600000000.0,Jakarta Garden City/JGC,4,4,200,PPJB - Perjanjian Pengikatan Jual Beli,EAST
7174,2500000000.0,Cakung,2,2,57,SHM - Sertifikat Hak Milik,EAST
7175,1800000000.0,Duren Sawit,3,3,120,SHM - Sertifikat Hak Milik,EAST
7177,2250000000.0,Kayu Putih,4,2,152,SHM - Sertifikat Hak Milik,EAST
7178,2500000000.0,Cakung,2,2,57,SHM - Sertifikat Hak Milik,EAST
7180,425000000.0,Cibubur,2,1,45,SHM - Sertifikat Hak Milik,EAST
7181,1900000000.0,Jatiwaringin,3,2,110,SHM - Sertifikat Hak Milik,EAST
7182,1048000000.0,Cipayung,3,3,80,SHM - Sertifikat Hak Milik,EAST
7183,1150000000.0,Cibubur,3,2,80,SHM - Sertifikat Hak Milik,EAST
7185,826800000.0,Cipayung,3,2,60,SHM - Sertifikat Hak Milik,EAST
7186,1700000000.0,Cibubur,3,2,100,SHM - Sertifikat Hak Milik,EAST
7187,6500000000.0,Cakung,5,3,158,SHM - Sertifikat Hak Milik,EAST
7188,175000000.0,Pasar Rebo,2,2,36,SHM - Sertifikat Hak Milik,EAST
7189,1300000000.0,Cilangkap,3,2,80,SHM - Sertifikat Hak Milik,EAST
7190,975000000.0,Cibubur,2,1,80,SHM - Sertifikat Hak Milik,EAST
7191,285000000.0,Ciracas,2,1,36,AJB - Akta Jual Beli,EAST
7192,750000000.0,Cibubur,2,1,52,SHM - Sertifikat Hak Milik,EAST
7193,1590000000.0,Cibubur,4,3,200,SHM - Sertifikat Hak Milik,EAST
7194,1250000000.0,Kota Wisata Cibubur,3,2,150,SHM - Sertifikat Hak Milik,EAST
7195,950000000.0,Cilangkap,2,1,54,SHM - Sertifikat Hak Milik,EAST
7197,1150000000.0,Cibubur,4,3,150,SHM - Sertifikat Hak Milik,EAST
7198,7000000000.0,Cipayung,3,1,80,SHM - Sertifikat Hak Milik,EAST
7199,3300000000.0,Duren Sawit,4,3,300,SHM - Sertifikat Hak Milik,EAST
7201,1048600000.0,Cipayung,3,2,80,SHM - Sertifikat Hak Milik,EAST
7202,862550000.0,Cipayung,3,2,60,SHM - Sertifikat Hak Milik,EAST
7203,826800000.0,Cilangkap,3,2,60,SHM - Sertifikat Hak Milik,EAST
7204,826800000.0,Cipayung,3,2,60,SHM - Sertifikat Hak Milik,EAST
7205,826000000.0,Cipayung,3,2,60,SHM - Sertifikat Hak Milik,EAST
7206,1100872500.0,Cijantung,3,2,60,SHM - Sertifikat Hak Milik,EAST
7207,862550000.0,Kalisari,3,2,60,SHM - Sertifikat Hak Milik,EAST
7208,3500000000.0,Ciracas,4,3,200,SHM - Sertifikat Hak Milik,EAST
7209,1618470000.0,Cibubur,3,3,80,SHM - Sertifikat Hak Milik,EAST
7210,1303155000.0,Cilangkap,3,2,80,SHM - Sertifikat Hak Milik,EAST
7212,826800000.0,Cipayung,3,2,60,SHM - Sertifikat Hak Milik,EAST
7213,1048600000.0,Cipayung,3,2,80,SHM - Sertifikat Hak Milik,EAST
7214,862500000.0,Cilangkap,3,2,60,SHM - Sertifikat Hak Milik,EAST
7215,1303155000.0,Cipayung,3,2,80,SHM - Sertifikat Hak Milik,EAST
7216,826800000.0,Cilangkap,3,2,60,SHM - Sertifikat Hak Milik,EAST
7217,1050000000.0,Cibubur,3,2,80,SHM - Sertifikat Hak Milik,EAST
7218,3500000000.0,Ciracas,4,3,200,SHM - Sertifikat Hak Milik,EAST
7219,1048600000.0,Cipayung,3,2,80,SHM - Sertifikat Hak Milik,EAST
7220,826800000.0,Cipayung,3,2,60,SHM - Sertifikat Hak Milik,EAST
7221,1048000000.0,Cipayung,3,2,80,SHM - Sertifikat Hak Milik,EAST
7222,3500000000.0,Ciracas,4,3,200,SHM - Sertifikat Hak Milik,EAST
7223,826800000.0,Cilangkap,3,2,60,SHM - Sertifikat Hak Milik,EAST
7224,1303155000.0,Cilangkap,3,2,80,SHM - Sertifikat Hak Milik,EAST
7225,1048600000.0,Cipayung,3,3,80,SHM - Sertifikat Hak Milik,EAST
7226,826800000.0,Cipayung,3,2,60,SHM - Sertifikat Hak Milik,EAST
7228,480000000.0,Matraman,2,2,39,SHM - Sertifikat Hak Milik,EAST
7232,4400000000.0,Duren Sawit,4,4,146,SHGB - Hak Guna Bangunan,EAST
7234,2850000000.0,Duren Sawit,4,4,240,SHM - Sertifikat Hak Milik,EAST
7235,1500000000.0,Cakung,3,2,120,SHM - Sertifikat Hak Milik,EAST
7236,900000000.0,Makasar,4,2,130,AJB - Akta Jual Beli,EAST
7237,2850000000.0,Duren Sawit,4,4,240,SHM - Sertifikat Hak Milik,EAST
7243,2100000000.0,Cakung,3,2,115,SHM - Sertifikat Hak Milik,EAST
7245,4100000000.0,Rawamangun,4,4,250,SHM - Sertifikat Hak Milik,EAST
7247,2350000000.0,Rawamangun,3,3,100,SHM - Sertifikat Hak Milik,EAST
7250,900000000.0,Kalisari,3,2,60,SHM - Sertifikat Hak Milik,EAST
7252,2350000000.0,Jakarta Garden City/JGC,4,4,90,PPJB - Perjanjian Pengikatan Jual Beli,EAST
7255,5500000000.0,Jakarta Garden City/JGC,5,4,270,SHM - Sertifikat Hak Milik,EAST
7256,4500000000.0,Pulomas,4,4,330,SHM - Sertifikat Hak Milik,EAST
7257,280000000.0,Kramat Jati,2,1,25,SHM - Sertifikat Hak Milik,EAST
7258,1360000000.0,Condet,3,2,100,SHM - Sertifikat Hak Milik,EAST
7259,1400000000.0,Pulo Gebang,3,1,100,SHM - Sertifikat Hak Milik,EAST
7261,295000000.0,Condet,2,1,25,SHM - Sertifikat Hak Milik,EAST
7262,2600000000.0,Cakung,3,3,237,SHGB - Hak Guna Bangunan,EAST
7263,5000000000.0,Cililitan,5,4,191,SHM - Sertifikat Hak Milik,EAST
7264,2200000000.0,Condet,3,3,85,SHM - Sertifikat Hak Milik,EAST
7265,5000000000.0,Cililitan,5,4,191,SHM - Sertifikat Hak Milik,EAST
7266,2400000000.0,Duren Sawit,5,3,160,SHM - Sertifikat Hak Milik,EAST
7268,900000000.0,Cilangkap,3,2,78,SHM - Sertifikat Hak Milik,EAST
7270,1400000000.0,Cakung,3,3,96,SHM - Sertifikat Hak Milik,EAST
7272,1700000000.0,Cakung,3,2,84,SHM - Sertifikat Hak Milik,EAST
7273,2700000000.0,Pulo Gebang,5,3,200,SHM - Sertifikat Hak Milik,EAST
7275,2700000000.0,Cakung,3,2,150,SHM - Sertifikat Hak Milik,EAST
7276,2200000000.0,Condet,4,3,100,SHM - Sertifikat Hak Milik,EAST
7278,1100000000.0,Condet,3,2,105,SHM - Sertifikat Hak Milik,EAST
7280,1800000000.0,Condet,3,2,95,SHM - Sertifikat Hak Milik,EAST
7283,1000000000.0,Ciracas,4,3,120,SHM - Sertifikat Hak Milik,EAST
7284,1450000000.0,Cakung,3,2,104,SHM - Sertifikat Hak Milik,EAST
7285,2150200000.0,Cakung,3,3,86,SHGB - Hak Guna Bangunan,EAST
7288,900000000.0,Makasar,4,2,130,AJB - Akta Jual Beli,EAST
7289,1450000000.0,Duren Sawit,3,2,120,SHM - Sertifikat Hak Milik,EAST
7290,650000000.0,Condet,3,2,100,SHM - Sertifikat Hak Milik,EAST
7291,3700000000.0,Pondok Kelapa,4,3,210,SHM - Sertifikat Hak Milik,EAST
